Fabbriche; Lavori; Macchine; Numero individui; Numero generazioni; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
4;100;10;50;200;0;2;0;9.60252;1786;65,71,89,27,41,96,86,38,57,12,94,60,79,13,39,16,17,84,81,92,7,97,36,77,10,102,32,82,43,19,47,50,56,75,37,8,9,26,1,5,48,91,69,15,70,28,14,45,53,52,2,101,64,55,35,62,0,22,3,93,98,88,95,18,20,73,85,54,68,6,34,59,42,51,90,46,25,100,74,78,29,76,44,61,11,67,33,80,40,63,83,72,24,4,21,23,58,49,87,66,30,99,31;
