Fabbriche; Lavori; Macchine; Numero individui; Numero generazioni; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
5;100;20;50;200;0.01;1.5;0;119.878;2456;39,59,66,86,77,35,54,75,41,10,67,55,14,63,81,38,100,82,91,6,36,43,51,53,30,50,46,19,4,31,18,48,49,70,65,22,40,79,58,101,76,33,25,78,11,61,73,95,24,20,99,32,72,23,27,13,96,62,44,26,42,88,57,103,37,89,17,34,83,9,56,5,21,15,87,97,68,8,7,12,29,85,98,2,92,93,102,16,45,47,69,94,64,0,80,1,74,71,3,60,84,28,90,52;
