Fabbriche; Lavori; Macchine; Numero individui; Scala elaborazione; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
5;100;20;50;100;0.05;1.5;0;200.988;2281;37,45,19,1,42,83,36,40,22,59,62,75,82,72,31,77,32,68,100,99,46,5,53,50,17,86,24,34,9,81,98,44,49,84,57,12,54,92,93,52,101,69,0,91,78,20,95,61,73,64,60,87,85,74,8,10,41,43,2,63,79,102,33,26,80,39,29,89,16,11,6,4,66,14,94,67,48,35,7,27,96,28,103,76,55,30,23,25,21,13,90,70,97,15,38,56,3,65,47,51,88,71,18,58;
