Fabbriche; Lavori; Macchine; Numero individui; Scala elaborazione; Theta; Fmax; Normalizzazione; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
7;50;20;50;100;0.05;1;No;0;100.029;1525;32,24,1,34,40,21,12,44,53,18,11,49,10,36,16,47,51,7,27,22,15,29,23,48,50,0,46,4,6,20,25,9,3,55,31,8,2,13,26,52,17,42,39,19,5,37,41,14,54,35,30,43,38,28,45,33;
