Fabbriche; Lavori; Macchine; Numero individui; Numero generazioni; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
7;200;20;50;200;0;2;0;19.4454;2718;26,127,47,2,97,179,22,108,14,159,74,118,148,46,56,158,199,75,107,167,197,40,70,112,182,188,17,80,200,175,96,71,153,99,43,24,76,178,57,25,141,105,21,163,154,89,5,9,45,169,23,176,120,140,83,53,123,126,201,106,84,7,55,109,146,104,129,42,41,150,51,122,85,189,155,27,103,132,171,142,125,177,161,134,59,190,143,180,202,111,30,101,124,44,29,79,191,165,160,19,94,195,8,67,162,12,110,152,119,144,196,33,73,65,31,131,16,48,203,133,102,20,98,95,113,157,6,117,4,93,36,88,11,61,28,187,139,166,168,0,78,15,63,38,92,128,204,69,10,149,184,170,174,90,164,3,186,100,39,115,145,37,151,58,50,52,135,193,1,81,183,194,138,49,156,60,114,205,192,32,64,172,121,82,130,72,68,137,173,62,18,77,13,35,54,185,181,87,86,198,66,34,116,91,136,147;
