Fabbriche; Lavori; Macchine; Numero individui; Scala elaborazione; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
7;50;20;50;100;0.05;1;0;100.038;1509;0,24,16,4,29,10,33,50,1,31,2,9,41,6,25,3,51,19,28,20,5,13,22,14,52,11,30,7,8,45,27,34,53,32,49,39,42,12,23,47,54,35,43,37,26,36,15,55,18,21,46,17,38,40,48,44;
