Fabbriche; Lavori; Macchine; Numero individui; Numero generazioni; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
2;20;5;1000;200;0.01;2;0;9.54694;817;0,6,14,9,8,13,15,12,18,1,19,5,10,7,4,20,2,3,11,16,17;
