Fabbriche; Lavori; Macchine; Numero individui; Numero generazioni; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
2;20;5;1000;200;0.01;2;0;8.83266;844;7,10,17,8,11,6,16,19,9,0,2,3,14,13,1,20,4,12,18,15,5;
