Fabbriche; Lavori; Macchine; Numero individui; Numero generazioni; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
2;20;5;100;1000;0.01;1;2450;10.636;831;1,5,15,12,13,8,11,17,6,20,2,18,16,14,7,4,10,3,0,9,19;
