Fabbriche; Lavori; Macchine; Numero individui; Scala elaborazione; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
3;50;5;50;200;0.05;1;0;50.0149;998;30,35,21,49,37,12,5,4,3,28,0,42,20,48,41,47,34,50,16,25,10,31,44,38,14,13,8,11,1,40,32,19,22,36,51,9,33,17,27,26,29,24,23,45,43,7,39,46,15,6,18,2;
