Fabbriche; Lavori; Macchine; Numero individui; Scala elaborazione; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
3;50;5;50;150;0.05;1;0;37.9899;999;30,40,31,27,9,44,43,13,0,7,28,18,39,15,11,36,50,49,25,29,37,5,12,26,17,14,4,48,1,23,35,20,22,32,51,38,33,10,16,41,47,21,6,8,45,3,24,46,42,2,19,34;
