Fabbriche; Lavori; Macchine; Numero individui; Scala elaborazione; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
3;50;5;50;200;0.05;1;0;50.0171;997;30,29,9,17,11,40,3,23,0,44,35,42,12,20,6,4,15,34,50,31,33,10,24,39,28,26,27,48,45,37,46,49,2,18,47,51,16,25,38,21,8,5,41,13,7,1,43,14,32,19,22,36;
