Fabbriche; Lavori; Macchine; Numero individui; Numero generazioni; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
3;20;5;50;200;0.01;1.5;0;6.04442;583;0,8,3,16,2,17,19,20,13,15,18,7,1,12,11,21,10,14,5,4,9,6;
