Fabbriche; Lavori; Macchine; Numero individui; Scala elaborazione; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
3;50;5;50;200;0.05;1;0;50.0137;992;39,31,5,4,8,41,1,33,23,48,27,20,15,6,18,35,50,17,10,25,12,26,44,13,3,22,37,42,43,0,32,34,51,30,16,38,9,40,24,49,21,46,7,28,2,45,29,14,47,19,11,36;
