Fabbriche; Lavori; Macchine; Numero individui; Scala elaborazione; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
3;20;20;50;150;0.05;1;0;60.2774;1402;6,16,7,1,0,3,15,20,2,11,9,4,10,19,8,21,12,18,14,5,17,13;
