Fabbriche; Lavori; Macchine; Numero individui; Scala elaborazione; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
3;50;5;50;200;0.05;1;0;50.0095;993;30,29,39,21,7,28,4,20,14,0,41,15,6,35,11,18,51,9,16,17,5,3,1,38,26,27,37,49,13,48,45,32,19,22,36,50,25,31,33,10,23,24,46,40,8,12,44,42,2,47,43,34;
