Fabbriche; Lavori; Macchine; Numero individui; Scala elaborazione; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
3;50;5;50;200;0.05;1;0;50.0163;1004;29,9,35,3,28,39,6,5,44,43,26,48,13,11,32,34,51,40,17,12,25,31,0,49,21,8,1,10,20,22,41,47,19,36,2,50,30,33,4,38,7,24,16,23,42,27,14,46,15,37,45,18;
