Fabbriche; Lavori; Macchine; Numero individui; Numero generazioni; Theta; Fmax; Seed (0 se random); Durata (secondi); Miglior punteggio; Individuo;
3;20;20;50;500;0;1;0;0.0422445;1422;2,6,11,9,4,10,19,8,20,16,1,18,7,17,13,21,5,12,14,0,15,3;
